id,text,rating,published_at,source,is_discovery_related,theme,sentiment,key_quote
twitter:2069499873179640300,@Spotify why is your shuffle either broken or so crap it doesn’t work properly? I’ve got a couple of large playlists of lost of things I like. I shouldn’t get a repeat track for days yet I get about 2.5 hours of that playlist and then it repeats and done get me started on “smart”,,2026-06-23T19:16:33+00:00,twitter,True,repetition_fatigue,negative,so crap
twitter:2069696109061005480,This useless spotify update has a fvcking bug I can't even listen to music without the app exiting,,2026-06-24T08:16:20+00:00,twitter,False,not_discovery_related,negative,bug
twitter:2068813382094913801,"4th year of career on the charts 

Bad Boy
— #172. Spotify WW 
— #1. Melon
— #1. Genie
— #1. Bugs 

Boompala 
— #177. Spotify WW
— #36. Melon 
— #77. Genie 
— #6. Bugs

Put some respect on RV’s name le sseratuba stan https://t.co/Z31e8YXoWf",,2026-06-21T21:48:41+00:00,twitter,False,not_discovery_related,positive,
twitter:2069442908013592855,"Spotify global: day 11

Honeybee —  3,554,013 (non-single)

Get him back!  — 3,140,755 (3rd single)
Bad idea right? — 3,476,826 (2nd single) 
 https://t.co/CbPxV91TBZ",,2026-06-23T15:30:12+00:00,twitter,False,not_discovery_related,neutral,
twitter:2069886106867470709,@42CEO_ they are always so behind why is skrilla in here and they get random artists that ain’t really like that like compared to what we used to get in 2016-2017 this is utter garbage other than slayr,,2026-06-24T20:51:19+00:00,twitter,True,recommendation_quality,negative,utter garbage
twitter:2069887788732838014,"@GreyArchiveBTS7 Yes; same for me. I had finished my L3 in time, but I have a few albums left... 5/6 hours with no update.",,2026-06-24T20:58:00+00:00,twitter,False,not_discovery_related,neutral,
twitter:2069202360916746680,So we’re just not going to go more than a week without another infuriating bug huh @Spotify @SpotifyCares,,2026-06-22T23:34:21+00:00,twitter,False,not_discovery_related,negative,infuriating bug
twitter:2069457288046194994,This Spotify reserved is a mess are you kidding me,,2026-06-23T16:27:20+00:00,twitter,True,repetition_fatigue,negative,are you kidding me
twitter:2069810335255605410,They tryna make bad bunny relevant by all means son😭😂,,2026-06-24T15:50:13+00:00,twitter,True,trust_algorithm_distrust,negative,tryna make bad bunny
twitter:2069081051734167881,"Fortnite Discovery blocked my island from its initial content testing because another creator updated their island and got into the New and Updated rows first. They ended up claiming the game title, even though it was available when I published. I released my game a day before their update, but they were pushed into the rows before I was.

I worked on this game for months in my spare time. Seeing it dead on launch because of bad luck and the way Discovery works sucks pretty hard, especially after investing time and money into it.

@FNCreate @Flak #UEFN",,2026-06-22T15:32:19+00:00,twitter,True,discovery_effort,negative,sucks pretty hard
twitter:2069799791572251019,@AlexaTorre1nhz @spotify_data @PopDataMusic unfortunately it happens like every week too. they can’t even hide it on a monday update,,2026-06-24T15:08:19+00:00,twitter,True,repetition_fatigue,negative,happens like every week
twitter:2069072764292431891,dios que buen invento el descubrimiento semanal de spotify quien programó esa verga,,2026-06-22T14:59:23+00:00,twitter,True,recommendation_quality,positive,dios que buen invento
twitter:2069806571140378987,"@SpotifyCares @Spotify It is slow to respond, that is if responds without taking forever to refresh. It also crashes a lot and requires re-adding the widget for it to work.
This is all before mentioning how next/previous buttons are unavailable in a 4×1 configuration - poor design choice.",,2026-06-24T15:35:16+00:00,twitter,False,not_discovery_related,negative,slow to respond
twitter:2068407379184513163,"Hey @SpotifyUK if you're going to charge people like 13 quid &amp; underpay artists- make the fuck sure your app works.

It's been weeks now where it randomly tells me I'm not subscribed when I try to add searched songs or click on one in the shuffle, unless I skip songs to reach it.",,2026-06-20T18:55:23+00:00,twitter,False,not_discovery_related,negative,app works
twitter:2069854087576002790,bad bunny collecting spotify records https://t.co/92x1E6bfhS,,2026-06-24T18:44:05+00:00,twitter,True,social_identity,neutral,bad bunny collecting
twitter:2069887601406853305,@ladywhoissmart i prefer shaving cause if you just do it every morning before it grows back lots It's Just Not That Bad compared to Weekly Pain and Agony,,2026-06-24T20:57:15+00:00,twitter,False,not_discovery_related,neutral,
twitter:2068389098436297153,https://t.co/VAhGad6iGa,,2026-06-20T17:42:44+00:00,twitter,False,not_discovery_related,neutral,
twitter:2068604602576949521,"spotify fix your damn app like why has it been more than a week of me trying to open the app and it's just a fucking black screen, emptying cache does nothing everytime i just have to uninstall reinstall for it to work for maybe a few hours if i'm lucky it's pmo",,2026-06-21T07:59:04+00:00,twitter,False,not_discovery_related,negative,fucking black screen
twitter:2069518895061364923,"@Spotify Rebel by @lecrae 

But I never left his music journey. I stuck with him. We went on the journey together.",,2026-06-23T20:32:09+00:00,twitter,True,social_identity,positive,We went on
twitter:2069601477773967804,i'm so close to quitting spotify. the company itself is trash in general but the shuffle feature is still atrocious ohh my GOD. be good at something damn!!!!,,2026-06-24T02:00:18+00:00,twitter,True,repetition_fatigue,negative,shuffle feature
twitter:2068337949905735831,"For the first time since dropping 'ICEMAN', Bad Bunny has surpassed Drake on the Top Artists Global Spotify chart on June 19.

Drake remains at #2. https://t.co/ZInHbIb6fR",,2026-06-20T14:19:29+00:00,twitter,False,not_discovery_related,neutral,
twitter:2069191192475214163,"my spotify discover weekly sucks now, half the songs i've already heard 🫩",,2026-06-22T22:49:58+00:00,twitter,True,discovery_effort,negative,sucks now
twitter:2068928370113643002,"This is bit of a personal gripe for me. When I started my applications for graduate and masters schools, it was so overwhelming. There's GRE, TOEFL, SOPs, LORs etc and every country's (and even different universities in the same country) application seems to follow some different procedures and guidelines. 

I felt a bit lost there. 

So I decided to try out consulting agencies. But they didn't have a clue about what I am trying to do and wanted to push me towards universities I had no interest in applying to (I am guessing they were getting commissions). 
Seeing the lack of value and exorbitant costs I decided not to go with any consulting agency. It was not worth it. 

But I was still overwhelmed and needed clarity. After asking a lot of questions from my seniors and peers, reading countless guides, reddit threads, youtube videos, making dozens of spreadsheets, and 6-8 months of hustle, things started to make sense. 

My mails were getting better, my SOPs were not generic and had clarity and gradually professors started showing interest in my cold emails. 

Then I realised that this whole journey is not impossible, just very confusing and overwhelming for those who have just started. And the study abroad consulting industry is a big elaborate scam. 

That's when I decided to set my eyes on how to fix this problem (one I had faced and suffered personally from). 

Together with @Aryann_7, I am happy to announce that we are starting Enrolia Private Beta Cohort, completely free for the whole application cycle, for students who want to study abroad, but don't have the luxury to go with expensive consulting agencies. 
We will help all students/applicants in gaining the confidence to apply, write cold emails that gets replies, draft stellar SOPs, apply for scholarships, shortlist universities and professors that are fit for them. On top we are not taking commissions from any university, ever!
We will have weekly sessions over discord and solve all doubts asynchronously in the channels. Also we will bringing a lot of current students and alumni from top schools to solve student's doubts. 

People who are genuinely in need of something like this and are ready to put it in the effort are welcome to apply. We will not hand hold but actually teach the applicants how to traverse through this whole process without feeling overwhelmed, and if they get stuck, we are there to help them. 

Due to limited manpower, we can only open up this cohort for upto 250 students in this cycle.

Visit https://t.co/eUM5tKxIKZ to apply. We will be reading each and every application manually. 

For others, please spread the word, so that this post reaches to students who are genuinely in need. Students who otherwise would give up on their dreams to study abroad.",,2026-06-22T05:25:36+00:00,twitter,False,not_discovery_related,neutral,
twitter:2069039435362996539,"@spotify is wank considering how much you pay for it…

Why does it skip like a scratched CD when trying to connect via Bluetooth?

Also, why does it randomly close the app? 

Lastly, why does it take so long to load when not on WiFi? Other apps are fine, just #Spotify",,2026-06-22T12:46:56+00:00,twitter,False,not_discovery_related,negative,skip like
twitter:2068457263291895899,@SpotifyCares @Spotify really loving this new update that nukes my queue after 3 tracks every time. Why even give me the feature if you have no intentions of making it work?,,2026-06-20T22:13:36+00:00,twitter,True,repetition_fatigue,negative,nukes my queue
twitter:1864314408349917621,apparently spotify laid off a lot of workers and used AI to create the wrapped this year instead no wonder it sucks… https://t.co/jRvbHW9qGq,,2024-12-04T14:22:46+00:00,twitter,True,trust_algorithm_distrust,negative,sucks
twitter:2069442198530142679,"@SpotifyStatus Songs playing at slower speeds, randomly skipping to the next song with like 20 seconds left. So annoying",,2026-06-23T15:27:23+00:00,twitter,False,not_discovery_related,negative,So annoying
twitter:2068982339955249266,Listen to all ayrastarr's 10 popular songs on Spotify and come back for other recommendations 🙂,,2026-06-22T09:00:04+00:00,twitter,True,discovery_effort,positive,other recommendations
twitter:2069885569753084375,"@ishipstarwars Your playlist is super fire!! If you accept suggestions, could you be so kind to add Moscow Mule by Bad Bunny? It's very beach vibes 🥰🥰🥰
If not that's totally okay!!",,2026-06-24T20:49:11+00:00,twitter,True,social_identity,positive,super fire
twitter:2069518673690173444,"Qué onda con mi algoritmo de Spotify que sólo conoce St. Jimmy, Whatsername y Give me novacaine",,2026-06-23T20:31:16+00:00,twitter,True,trust_algorithm_distrust,negative,Qué onda con mi algoritmo
twitter:2069550281163997260,"@seauxheauxy When I tweeted that, I had only played like 1.5 hours of a 6 hour long playlist. I heard at least 10 songs twice. Then it played the last several songs I added in chronological order. Idk what their algorithm be on lol",,2026-06-23T22:36:52+00:00,twitter,True,repetition_fatigue,negative,heard at least 10 songs twice
twitter:2069156641853853744,"@DwinTheStoic 2/
Spotify is the main money source for music now.  
But streams don’t pay equally worldwide.  
1M streams in Nigeria = $300.  
1M streams in Sweden = $10,000.  
That’s 33x difference for the same song.",,2026-06-22T20:32:41+00:00,twitter,False,not_discovery_related,neutral,
twitter:2069263119822598257,ai o spotify na opçao de repetir menos no aleatorio repetindo as mesmas musicas todos os dias recua fascista recua,,2026-06-23T03:35:47+00:00,twitter,True,repetition_fatigue,negative,repetir menos
twitter:2067719359338881416,@aaaaasssstro I’m blaming it on the algorithm always recommending or queueing the same music every time no matter what 🫩,,2026-06-18T21:21:26+00:00,twitter,True,trust_algorithm_distrust,negative,same music every time
twitter:2069156702394478685,"@SpotifyCares 
🎧 Turn up the volume and discover something new today!

Amazing music deserves to be heard, and this track is definitely worth your time. Check it out and share your thoughts.

🎵 Listen on Spotify:
 https://t.co/1gTH9jMpwK

#SpotifyPromotion #IndependentMusic",,2026-06-22T20:32:55+00:00,twitter,True,discovery_effort,positive,discover something new
twitter:2069527332948173002,"@Spotify City of Evil by Avenged Sevenfold, literally made me listen to music.",,2026-06-23T21:05:40+00:00,twitter,True,discovery_effort,positive,made me listen to music
twitter:2069456422547419355,You can merge multiple playlist together on Spotify now. Finally,,2026-06-23T16:23:54+00:00,twitter,False,not_discovery_related,positive,merge multiple playlist
